Address,Date,Price
"29 LIBERTY CORNER, JAMES JOYCE ST, DUBLIN 1, D01 HP74
Liberty Corner
James Joyce Street
Dublin
D01",18-Oct-24,"€ 235,000"
"29A WOODFORD DOWNS, CLONDALKIN, DUBLIN, D22 V2C9
Woodford Downs
Clondalkin
Dublin
D22",18-Oct-24,"€ 345,000"
"3 ST CANICES SQ, FINGLAS, DUBLIN 11, D11 X578
Street Canices Square
Finglas
Dublin
D11",18-Oct-24,"€ 270,000"
"30 THE CLOISTERS, TERENURE, DUBLIN 6W, D6W WD68
The Cloisters
Terenure
Dublin
D6W",18-Oct-24,"€ 207,500"
"30 THE JASPER, THE GRANGE, BREWERY RD, A94 Y5H0
The Jasper
The Grange
Brewery Road
Dublin
A94",18-Oct-24,"€ 399,000"
"31 CRANNAGH PARK, RATHFARNHAM, DUBLIN 14, D14 CY26
Crannagh Park
Rathfarnham
Dublin
D14",18-Oct-24,"€ 1,025,000"
"32A THE GROVE, WOODBROOK GLEN, BRAY, A98 E8F7
The Grove
Woodbrook Glen
Bray
Dublin
A98",18-Oct-24,"€ 462,000"
"36 CRAIGFORD DR, ARTANE, DUBLIN 5, D05 P6N2
Craigford Drive
Artane
Dublin
D05",18-Oct-24,"€ 730,000"
"36 FORTUNES WALK, CITY PARK, CITYWEST, D24 PT18
Fortunes Walk
City Park
Citywest
Dublin
D24",18-Oct-24,"€ 360,000"
"4 DODDER PARK RD, RATHFARNHAM, DUBLIN 14, D14 WC92
Dodder Park Road
Rathfarnham
Dublin
D14",18-Oct-24,"€ 1,000,000"
"4 GRENVILLE, 110 RATHGAR RD, DUBLIN 6
Grenville
Rathgar Road
Dublin",18-Oct-24,"€ 392,000"
"4 SPIRE VIEW, RIVERSTON ABBEY, DUBLIN 7, D07 X7N8
Spire View
Riverston Abbey
Dublin
D07",18-Oct-24,"€ 545,000"
"41 Woodbrook Way, Woodbrook, Shankill
Woodbrook Way
Woodbrook
Shankill
Dublin",18-Oct-24,"€ 640,000"
"42 CASTLE COURT, KILLINEY HILL RD, KILLINEY, A96 YT32
Castle Court
Killiney Hill Road
Killiney
Dublin
A96",18-Oct-24,"€ 477,500"
"42 WHITEBEAM RD, CLONSKEAGH, DUBLIN 14, D14 K634
Whitebeam Road
Clonskeagh
Dublin
D14",18-Oct-24,"€ 750,000"
"47 COLEPARK RD, BALLYFERMOT, DUBLIN 10, D10 Y891
Colepark Road
Ballyfermot
Dublin
D10",18-Oct-24,"€ 360,000"
"50 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4, D04 W9V2
Pembroke Cottages
Donnybrook
Dublin
D04",18-Oct-24,"€ 645,000"
"53 MILLRACE RD, PHOENIX PARK RACECOURSE, DUBLIN, D15 R273
Millrace Road
Phoenix Park Racecourse
Dublin
D15",18-Oct-24,"€ 425,000"
"53 PARKLANDS COURT, FIRHOUSE, DUBLIN 24, D24 ND88
Parklands Court
Firhouse
Dublin
D24",18-Oct-24,"€ 289,000"
"56 AIRPARK AVE, RATHFARNHAM, DUBLIN 16, D16 TC78
Airpark Avenue
Rathfarnham
Dublin
D16",18-Oct-24,"€ 415,000"
"57 PARKSIDE GARDENS, PARKSIDE, MALAHIDE ROAD, D13 AV9D
Parkside Gardens
Parkside
Malahide Road
Dublin
D13",18-Oct-24,"€ 395,000"
"57 SWEETMOUNT AVENUE, DUNDRUM, DUBLIN 14, D14 Y968
Sweetmount Avenue
Dundrum
Dublin
D14",18-Oct-24,"€ 530,000"
"58 PARK AVENUE, BELLTREE, CLONGRIFFIN, D13 H2RH
Park Avenue
Belltree
Clongriffin
Dublin
D13",18-Oct-24,"€ 565,000"
"69 HUNTSTOWN WOOD, CLONSILLA, DUBLIN 15, D15 F5XC
Huntstown Wood
Clonsilla
Dublin
D15",18-Oct-24,"€ 156,300"
"7 Crannach, Castleknock, Dublin15
Crannach
Castleknock
Dubli
Dublin",18-Oct-24,"€ 1,200,000"
"76 RATHDRUM RD, CRUMLIN, DUBLIN 12, D12 E977
Rathdrum Road
Crumlin
Dublin
D12",18-Oct-24,"€ 527,000"
"7A St Pappins Road, Glasnevin, Dublin11
Street Pappins Road
Glasnevin
Dubli
Dublin",18-Oct-24,"€ 1,225,800"
"81 Graydon Crescent, Graydon, Newcastle
Graydon Crescent
Graydon
Newcastle
Dublin",18-Oct-24,"€ 495,000"
"81 THE RICHMOND, BRUNSWICK ST NORTH, DUBLIN 7, D07 XP49
The Richmond
Brunswick Street North
Dublin
D07",18-Oct-24,"€ 348,500"
"88 HILL OF DOWN HOUSE, SPENCER DOCK, DUBLIN 1, D01 VE03
Hill Of Down House
Spencer Dock
Dublin
D01",18-Oct-24,"€ 520,000"
"9 Cuan Bui, Malahide, Co. Dublin
Cuan Bui
Malahide
Dublin",18-Oct-24,"€ 1,050,000"
"96A WHITETHORN DR, PALMERSTOWN, DUBLIN 20, D22 P2F2
Whitethorn Drive
Palmerstown
Dublin
D22",18-Oct-24,"€ 410,000"
"APT 1, FOXBOROUGH HALL, LUCAN, K78 CX93
Foxborough Hall
Lucan
Dublin
K78",18-Oct-24,"€ 237,500"
"APT 23, LILYS COURT, LILYS WAY DUBLIN 15, D15 T298
Lilys Court
Dublin
D15",18-Oct-24,"€ 268,000"
"APT 56, TEMPLE COURT, WOOD DUBLIN 9, D09 CF21
Temple Court
Dublin
D09",18-Oct-24,"€ 320,000"
"APT 93 SEAMOUNT, STILORGAN RD, BLACKROCK, A94 Y704
Seamount
Stilorgan Road
Blackrock
Dublin
A94",18-Oct-24,"€ 550,000"
"1 RIVERSDALE AVENUE, BUSHY PARK ROAD, TERENURE, D06 W9X4
Riversdale Avenue
Bushy Park Road
Terenure
Dublin
D06",17-Oct-24,"€ 1,110,000"
"10 ST IGNATIUS RD, DORSET ST, DUBLIN 7, D07 PXC1
Street Ignatius Road
Dorset Street
Dublin
D07",17-Oct-24,"€ 540,000"
"10 Tully Court, Cherrywood, Dublin 18
Tully Court
Cherrywood
Dublin",17-Oct-24,"€ 500,000"
"11 EDEN PARK DR, GOATSTOWN, DUBLIN 14, D14 CV48
Eden Park Drive
Goatstown
Dublin
D14",17-Oct-24,"€ 782,000"
"11 SOUTH DOCK PLACE, RINGSEND, DUBLIN 4, D04 E6C9
South Dock Place
Ringsend
Dublin
D04",17-Oct-24,"€ 560,000"
"11 The Crescent, Kilmartin Grove, Hollystown
The Crescent
Kilmartin Grove
Hollystown
Dublin",17-Oct-24,"€ 495,000"
"11A NEWTOWN PARK AVENUE, BLACKROCK, DUBLIN, A94 C7P2
Newtown Park Avenue
Blackrock
Dublin
A94",17-Oct-24,"€ 1,550,000"
"12 BIRCHWOOD HEIGHTS, SPRINGFIELD, TALLAGHT DUBLIN 24, D24 W5W9
Birchwood Heights
Springfield
Dublin
D24",17-Oct-24,"€ 180,000"
"12 PINE GROVE, FIRHOUSE RD, TEMPLEOGUE DUBLIN 16, D16 W9Y2
Pine Grove
Firhouse Road
Dublin
D16",17-Oct-24,"€ 475,000"
"13 TUSCANY PARK, BALDOYLE, DUBLIN 13, D13 C8Y9
Tuscany Park
Baldoyle
Dublin
D13",17-Oct-24,"€ 450,000"
"145 KILDARE ROAD, CRUMLIN, DUBLIN 12, D12 P6P3
Kildare Road
Crumlin
Dublin
D12",17-Oct-24,"€ 445,000"
"15 Clay Farm Court, Clay Farm, Leopardstown
Clay Farm Court
Clay Farm
Leopardstown
Dublin",17-Oct-24,"€ 700,000"
"15 Domville Court, Domville, Cherrywood
Domville Court
Domville
Cherrywood
Dublin",17-Oct-24,"€ 714,999"
"156 GLENAMUCK MANOR, GLENAMUCK ROAD, CARRICKMINES
Glenamuck Manor
Glenamuck Road
Carrickmines
Dublin",17-Oct-24,"€ 819,999"
"16 ESKER MEADOW RISE, LUCAN, DUBLIN, K78 RP44
Esker Meadow Rise
Lucan
Dublin
K78",17-Oct-24,"€ 485,000"
"169 THE ACADEMY BUILDING, PARK WEST POINTE, DUBLIN 12, D12 PK60
The Academy Building
Park West Pointe
Dublin
D12",17-Oct-24,"€ 270,000"
"17 Parkleigh Green, Seven Mills, Clonburris
Parkleigh Green
Seven Mills
Clonburris
Dublin",17-Oct-24,"€ 445,000"
"184 NEW SEASKIN COURT, ARENA TALLAGHT, WHITESTOWN WAY, D24 X239
New Seaskin Court
Arena Tallaght
Whitestown Way
Dublin
D24",17-Oct-24,"€ 265,000"
"2 MARINE COVE, BALDOYLE RD, DUBLIN 13, D13 H586
Marine Cove
Baldoyle Road
Dublin
D13",17-Oct-24,"€ 395,000"
"2 STOCKING WOOD GREEN, RATHFARNHAM, DUBLIN 16, D16 YK50
Stocking Wood Green
Rathfarnham
Dublin
D16",17-Oct-24,"€ 7,000"
"20B HIGHFIELD RD, APT 5, DUBLIN 6, T12 NYD0
Highfield Road
Dublin
T12",17-Oct-24,"€ 270,000"
"23 MARLMOUNT CLOSE, DUBLIN ROAD
Marlmount Close
Dublin Road
Louth",17-Oct-24,"€ 425,000"
"23 Tully Road, Cherrywood
Tully Road
Cherrywood
Dublin",17-Oct-24,"€ 875,000"
"232 ORWELL PARK DALE, TEMPLEOGUE, DUBLIN 6W, D6W FE03
Orwell Park Dale
Templeogue
Dublin
D6W",17-Oct-24,"€ 595,000"
"24 KINGSTON RISE, BALLINTEER, DUBLIN 16, D16 WV07
Kingston Rise
Ballinteer
Dublin
D16",17-Oct-24,"€ 580,000"
"25 ASHTOWN GROVE, NAVAN ROAD, DUBLIN 7, D07 F597
Ashtown Grove
Navan Road
Dublin
D07",17-Oct-24,"€ 330,000"
"3 MARYFIELD WOODS, ARTANE, DUBLIN 5, D05 R3N2
Maryfield Woods
Artane
Dublin
D05",17-Oct-24,"€ 458,500"
"31 Pairc Gordons, Old Naas Road, Kingswood
Pairc Gordons
Old naas Road
Kingswood
Dublin",17-Oct-24,"€ 535,000"
"36 ASHINGTON CRESCENT, NAVAN RD, DUBLIN 7, D07 FV44
Ashington Crescent
Navan Road
Dublin
D07",17-Oct-24,"€ 662,000"
"4 BARNHILL LAWN, DALKEY, DUBLIN, A96 YW01
Barnhill Lawn
Dalkey
Dublin
A96",17-Oct-24,"€ 1,340,000"
"4 The Grove, Kilmartin Grove, Hollystown
The Grove
Kilmartin Grove
Hollystown
Dublin",17-Oct-24,"€ 535,000"
"45 Ormond Avenue, Rush, County Dublin
Ormond Avenue
Rush
Dublin",17-Oct-24,"€ 490,000"
"47 GLOUCESTER SQ, RAILWAY RD, DUBLIN 1, D01 ED83
Gloucester Square
Railway Road
Dublin
D01",17-Oct-24,"€ 447,200"
"55 BURNELL COURT, NORTHERN CROSS, MALAHIDE RD DUBLIN 17, D17 K254
Burnell Court
Northern Cross
Dublin
D17",17-Oct-24,"€ 330,050"
"56 BUNBURY GATE AVE, SWORDS, DUBLIN, K67 DY97
Bunbury Gate Avenue
Swords
Dublin
K67",17-Oct-24,"€ 485,000"
"6 Annefield Manor, Sydenham Road, Dundrum
Annefield Manor
Sydenham Road
Dundrum
Dublin",17-Oct-24,"€ 1,374,999"
"6 DEERPARK PLACE, KILTIPPER RD, DUBLIN 24, D24 X868
Deerpark Place
Kiltipper Road
Dublin
D24",17-Oct-24,"€ 257,000"
"7 GREENTREES RD, TERENURE, DUBLIN 6, D12 H312
Greentrees Road
Terenure
Dublin
D12",17-Oct-24,"€ 625,000"
"80 Danehill, Phoenix Park Avenue, Phoenix Park Racecourse
Danehill
Phoenix Park Avenue
Phoenix Park racecourse
Dublin",17-Oct-24,"€ 495,000"
"81 DEVENISH RD, KIMMAGE, DUBLIN 12, D12 W3X8
Devenish Road
Kimmage
Dublin
D12",17-Oct-24,"€ 280,000"
"84 BROOKLAWN, STRANDVILLE AVE, CLONTARF, D03 WP82
Brooklawn
Strandville Avenue
Clontarf
Dublin
D03",17-Oct-24,"€ 355,127"
"9 RIVERDALE, DUBLIN RD, ORANMORE, H91 HF9F
Riverdale
Dublin Road
Oranmore
Galway
H91",17-Oct-24,"€ 150,350"
"9 ST JOSEPHS PLACE, OFF NELSON ST, DUBLIN 7
Street Josephs Place
Nelson Street
Dublin",17-Oct-24,"€ 267,000"
"9 The Way, Foxwood Barn Brownsbarn, Citywest
The Way
Foxwood Barn Brownsbarn
Citywest
Dublin",17-Oct-24,"€ 490,000"
"9 TORQUAY CASTLECOURT, KILGOBBIN WOOD, SANDYFORD, D18 P780
Torquay Castlecourt
Kilgobbin Wood
Sandyford
Dublin
D18",17-Oct-24,"€ 324,190"
"90 CLONLIFFE RD, DUBLIN 3, DUBLIN, D03 DW01
Clonliffe Road
Dublin
D03",17-Oct-24,"€ 540,000"
"95 HIGHFIELD PARK, DUNDRUM, DUBLIN 14, D14 WT27
Highfield Park
Dundrum
Dublin
D14",17-Oct-24,"€ 840,000"
"APT 11 NEWLANDS COURT, ARTANE, DUBLIN 5, D05 WT29
Newlands Court
Artane
Dublin
D05",17-Oct-24,"€ 341,000"
"APT 13, JERVIS PLACE, UPPER ABBEY ST DUBLIN 1, D01 PR64
Jervis Place
Dublin
D01",17-Oct-24,"€ 260,000"
"APT 1, 20 HARRINGTON ST, DUBLIN 8, D08 CP59
Harrington Street
Dublin
D08",17-Oct-24,"€ 1,150,000"
"HOLLYBROOK LODGE, STONEY LANE, RATHCOOLE, D24 RW90
Hollybrook Lodge
Stoney Lane
Rathcoole
Dublin
D24",17-Oct-24,"€ 800,000"
"LISHEEN, 15 ELTON PARK, SANDYCOVE, A96 XN44
Lisheen
Elton Park
Sandycove
Dublin
A96",17-Oct-24,"€ 3,000,000"
"10 HALLIDAY RD, DUBLIN 7, D07 EF90
Halliday Road
Dublin
D07",16-Oct-24,"€ 745,000"
"10 PARKHILL LAWNS, KILNAMANAGH, TALLAGHT DUBLIN 24, D24 KX5V
Parkhill Lawns
Kilnamanagh
Dublin
D24",16-Oct-24,"€ 340,000"
"10 WALKINSTOWN RD, DUBLIN 12, DUBLIN, D12 X2P5
Walkinstown Road
Dublin
D12",16-Oct-24,"€ 421,000"
"109 MOREHAMPTON RD, DONNYBROOK, DUBLIN, D04 E4E4
Morehampton Road
Donnybrook
Dublin
D04",16-Oct-24,"€ 1,100,000"
"11 Clay Farm Court, Clay Farm, Leopardstown
Clay Farm Court
Clay Farm
Leopardstown
Dublin",16-Oct-24,"€ 779,972"
"11 HARBOUR VIEW, CROFTON RD, DUN LAOGHAIRE, A96 EP29
Harbour View
Crofton Road
Dun Laoghaire
Dublin
A96",16-Oct-24,"€ 540,000"
"114 BOROIMHE BEECH, SWORDS, DUBLIN, K67 A076
Boroimhe Beech
Swords
Dublin
K67",16-Oct-24,"€ 330,000"
"12 DUN EMER RD, DUNDRUM, DUBLIN 16, D16 Y308
Dun Emer Road
Dundrum
Dublin
D16",16-Oct-24,"€ 832,500"
"136 CLONARD COURT, BALBRIGGAN, DUBLIN, K32 RH32
Clonard Court
Balbriggan
Dublin
K32",16-Oct-24,"€ 265,000"
"14 HAMPTON WOOD PARK, ST MARGARETS RD, FINGLAS DUBLIN 11, D11 DC78
Hampton Wood Park
Street Margarets Road
Dublin
D11",16-Oct-24,"€ 260,000"
"14 LARKFIELD WALK, CLAY FARM, LEOPARDSTOWN, D18 C6XW
Larkfield Walk
Clay Farm
Leopardstown
Dublin
D18",16-Oct-24,"€ 697,000"
"14 Rowan Way, Kilcarbery Grange Dublin 22
Rowan Way
Dublin",16-Oct-24,"€ 440,000"
"17 CORMAC TERRACE, TERENURE, DUBLIN 6W, D6W Y942
Cormac Terrace
Terenure
Dublin
D6W",16-Oct-24,"€ 640,000"
"17 FASSAUGH AVE WEST, CABRA, DUBLIN, D07 K3C7
Fassaugh Avenue West
Cabra
Dublin
D07",16-Oct-24,"€ 402,000"
"19 ANNADALE AVENUE, FAIRVIEW, DUBLIN 3, D03 N5P7
Annadale Avenue
Fairview
Dublin
D03",16-Oct-24,"€ 435,000"
"19 ARDBEG RD, ARTANE, DUBLIN 5, D05 HF76
Ardbeg Road
Artane
Dublin
D05",16-Oct-24,"€ 387,000"
"1A HOLY CROSS AVE, DUBLIN 3, DUBLIN, D03 K4A9
Holy Cross Avenue
Dublin
D03",16-Oct-24,"€ 350,000"
"2 EAGLE HILL, BLACKROCK, DUBLIN, A94 N2T1
Eagle Hill
Blackrock
Dublin
A94",16-Oct-24,"€ 530,000"
"2 Parkleigh Way, Seven Mills, Clonburris
Parkleigh Way
Seven Mills
Clonburris
Dublin",16-Oct-24,"€ 495,000"
"20 Aderrig Lane, Adamstown, Lucan
Aderrig Lane
Adamstown
Lucan
Dublin",16-Oct-24,"€ 451,617"
"20 PINEBROOK AVE, ARTANE, DUBLIN 5, D05 XN35
Pinebrook Avenue
Artane
Dublin
D05",16-Oct-24,"€ 200,000"
"20 THE TERRACE, CARRICKMINES MANOR, CARRICKMINES, D18 N963
The Terrace
Carrickmines Manor
Carrickmines
Dublin
D18",16-Oct-24,"€ 495,000"
"22 PLUNKETT DR, FINGLAS WEST, DUBLIN 11, D11 Y7N0
Plunkett Drive
Finglas West
Dublin
D11",16-Oct-24,"€ 310,000"
"28 Clay Farm Court, Clay Farm, Leopardstown, D18 AWY6
Clay Farm Court
Clay Farm
Leopardstown
Dublin
D18",16-Oct-24,"€ 795,000"
"3 RIVERCOURT CAMAC CLOSE, INCHICORE DUBLIN 8, DUBLIN, D08 YK57
Rivercourt Camac Close
Dublin
D08",16-Oct-24,"€ 285,000"
"307 NUTGROVE AVE, CHURCHTOWN, DUBLIN 14, D14 PT73
Nutgrove Avenue
Churchtown
Dublin
D14",16-Oct-24,"€ 712,000"
"33 BROADFIELD CLOSE, BROADFIELD MANOR, RATHCOOLE, D24 TF99
Broadfield Close
Broadfield Manor
Rathcoole
Dublin
D24",16-Oct-24,"€ 300,000"
"35 HADDINGTON RD, DUBLIN 4, DUBLIN, D04 V2H5
Haddington Road
Dublin
D04",16-Oct-24,"€ 902,000"
"38 VILLAGE COURT, RATHFARNHAM, DUBLIN 14, D14 XE73
Village Court
Rathfarnham
Dublin
D14",16-Oct-24,"€ 465,000"
"4 BELFRY RD, CITYWEST, DUBLIN 24, D24 HT02
Belfry Road
Citywest
Dublin
D24",16-Oct-24,"€ 377,000"
"41 Gordon Park, Old Naas Road, D22 WF6W
Gordon Park
Old Naas Road
Dublin
D22",16-Oct-24,"€ 500,000"
"42 PARKSIDE AVENUE, PARKSIDE, MALAHIDE ROAD, D13 XW9N
Parkside Avenue
Parkside
Malahide Road
Dublin
D13",16-Oct-24,"€ 619,000"
"45A MOATVIEW AVE, PRIORSWOOD, COOLOCK DUBLIN 17, D17 XH34
Moatview Avenue
Priorswood
Dublin
D17",16-Oct-24,"€ 331,000"
"5 STATION COURT, SEABROOK MANOR, STATION RD, D13 PF67
Station Court
Seabrook Manor
Station Road
Dublin
D13",16-Oct-24,"€ 385,000"
"51 CARRICKMOUNT DR, RATHFARNHAM, DUBLIN 14, D14 X786
Carrickmount Drive
Rathfarnham
Dublin
D14",16-Oct-24,"€ 187,500"
"53 Ormond Avenue, Rush, Co. Dublin
Ormond Avenue
Rush
Dublin",16-Oct-24,"€ 484,986"
"56 KIRKPATRICK HOUSE, SPENSER DOCK, DUBLIN 1, D01 YY40
Kirkpatrick House
Spenser Dock
Dublin
D01",16-Oct-24,"€ 335,000"
"57 FRANKFORT AVE, RATHGAR, DUBLIN 6, D06 E9C2
Frankfort Avenue
Rathgar
Dublin
D06",16-Oct-24,"€ 1,332,250"
"60 GILFORD RD, SANDYMOUNT, DUBLIN 4, D04 EF21
Gilford Road
Sandymount
Dublin
D04",16-Oct-24,"€ 1,661,000"
"63 CAIRNBROOK AVE, CAIRN BROOK, CARRICKMINES, D18 F437
Cairnbrook Avenue
Cairn Brook
Carrickmines
Dublin
D18",16-Oct-24,"€ 400,000"
"7 RAHILLION PARK, DONABATE, COUNTY DUBLIN, K36 Y529
Rahillion Park
Donabate
Dublin
K36",16-Oct-24,"€ 635,000"
"70 ABBEYFIELD, MILLTOWN, DUBLIN, D06 AE40
Abbeyfield
Milltown
Dublin
D06",16-Oct-24,"€ 400,000"
"70 STILES RD, CLONTARF, DUBLIN 3, D03 R6A0
Stiles Road
Clontarf
Dublin
D03",16-Oct-24,"€ 1,065,000"
"8 RICHMOND SQ, BRUNSWICK STREET, DUBLIN 8, D07 V624
Richmond Square
Brunswick Street
Dublin
D07",16-Oct-24,"€ 235,000"
"9 LOHUNDA CLOSE, CLONSILLA, DUBLIN 15, D15 HDR6
Lohunda Close
Clonsilla
Dublin
D15",16-Oct-24,"€ 408,000"
"9 Woodward Way, Glencairn Gate, Leopardstown
Woodward Way
Glencairn Gate
Leopardstown
Dublin",16-Oct-24,"€ 759,999"
"92 EXCHANGE HALL, BELGARD SQ, TALLAGHT DUBLIN 24, D24 XH75
Exchange Hall
Belgard Square
Dublin
D24",16-Oct-24,"€ 187,000"
"96 INAGH COURT, BALLYBRACK, DUBLIN, A96 C5Y4
Inagh Court
Ballybrack
Dublin
A96",16-Oct-24,"€ 240,094"
"96 WHITECHURCH WAY, BALLYBODEN, DUBLIN 16, D16 W5X2
Whitechurch Way
Ballyboden
Dublin
D16",16-Oct-24,"€ 445,000"
"APT 11, 55 MOUNTJOY SQ WEST, DUBLIN 1, D01 X450
Mountjoy Square West
Dublin
D01",16-Oct-24,"€ 265,000"
"APT 1, 505 SOUTH CIRCULAR ROAD, KILMAINHAM, D08 NAV8
South Circular Road
Kilmainham
Dublin
D08",16-Oct-24,"€ 882,500"
"GLOCCA, ST JOSEPHS AVE, OFF POST OFFICE RD, K45 FF99
Glocca
Street Josephs Avenue
Post Office Road
Dublin
K45",16-Oct-24,"€ 680,000"
"1 CHERRYFIELD RD, WALKINSTOWN, DUBLIN 12, D12 A9X7
Cherryfield Road
Walkinstown
Dublin
D12",15-Oct-24,"€ 540,000"
"1 TANEY AVE, GOATSTOWN, DUBLIN 14, D14 YR96
Taney Avenue
Goatstown
Dublin
D14",15-Oct-24,"€ 466,667"
"10 Parkleigh Way, Seven Mills, Clonburris
Parkleigh Way
Seven Mills
Clonburris
Dublin",15-Oct-24,"€ 495,000"
"109 LONGBOAT QUAY NORTH, ASGARD RD, DUBLIN 2, D02 XR71
Longboat Quay North
Asgard Road
Dublin
D02",15-Oct-24,"€ 668,250"
"136 LORETO AVE, RATHFARNHAM, DUBLIN 14, D14 C6X6
Loreto Avenue
Rathfarnham
Dublin
D14",15-Oct-24,"€ 512,000"
"14 ROCHDALE, HONEY PARK, KILL AVENUE, A96 FX60
Rochdale
Honey Park
Kill Avenue
Dublin
A96",15-Oct-24,"€ 440,000"
"157 PARKLANDS, WOOD, SANTRY DUBLIN 9
Parklands
Wood
Dublin",15-Oct-24,"€ 320,000"
"16 PARKVIEW CLOSE, FINGLAS, DUBLIN 11, D11 E9TA
Parkview Close
Finglas
Dublin
D11",15-Oct-24,"€ 250,000"
"16 PORTERSGATE GREEN, CLONSILLA, DUBLIN 15, D15 P5F9
Portersgate Green
Clonsilla
Dublin
D15",15-Oct-24,"€ 250,000"
"18 BROOKFORD BROOK LANE, RUSH, DUBLIN, K56 YR88
Brookford Brook Lane
Rush
Dublin
K56",15-Oct-24,"€ 320,000"
"18 Tully Drive, Cherrywood, Dublin 18
Tully Drive
Cherrywood
Dublin",15-Oct-24,"€ 495,001"
"19 Tully Green, Cherrywood, Co. Dublin
Tully Green
Cherrywood
Dublin",15-Oct-24,"€ 434,999"
"20 ORBY AVENUE, THE GALLOPS, LEOPARDSTOWN, D18 VX03
Orby Avenue
The Gallops
Leopardstown
Dublin
D18",15-Oct-24,"€ 676,000"
"22 BIRCH GROVE, KILL AVE, DUN LAOGHAIRE, A96 A998
Birch Grove
Kill Avenue
Dun Laoghaire
Dublin
A96",15-Oct-24,"€ 734,500"
"225 BALROTHERY EST, TALLAGHT, DUBLIN 24, D24 XCW9
Balrothery Est
Tallaght
Dublin
D24",15-Oct-24,"€ 466,000"
"25 Tully Green, Cherrywood
Tully Green
Cherrywood
Dublin",15-Oct-24,"€ 585,000"
"26 Tully Green, Cherrywood, D18 YV8W
Tully Green
Cherrywood
Dublin
D18",15-Oct-24,"€ 560,000"
"30 Danehill, Phoenix Park Avenue, Phoenix Park Racecourse
Danehill
Phoenix Park Avenue
Phoenix Park Racecourse
Dublin",15-Oct-24,"€ 485,000"
"37 Egremont, Church Road, Killiney
Egremont
Church Road
Killiney
Dublin",15-Oct-24,"€ 630,001"
"4 ABBEYDALE GARDENS, THE OAKS LUCAN, DUBLIN, K78 E090
Abbeydale Gardens
The Oaks Lucan
Dublin
K78",15-Oct-24,"€ 395,000"
"4 CYPRESS HOUSE, PARKVIEW, SEAFIELD SUTTON, D13 V787
Cypress House
Parkview
Seafield Sutton
Dublin
D13",15-Oct-24,"€ 359,000"
"4 GRANGEMORE RISE, DONAGHMEDE, DUBLIN 13, D13 N2W6
Grangemore Rise
Donaghmede
Dublin
D13",15-Oct-24,"€ 477,209"
"4 SAINT GALLS GARDENS NORTH, MILLTOWN, DUBLIN 14
Saint Galls Gardens North
Milltown
Dublin",15-Oct-24,"€ 268,500"
"42 THE COURTYARD, CLONSILLA RD, CLONSILLA DUBLIN 15, D15 YE97
The Courtyard
Clonsilla Road
Dublin
D15",15-Oct-24,"€ 300,000"
"43 BEECHFIELD MEADOWS, CLONEE, DUBLIN 15, D15 Y0E2
Beechfield Meadows
Clonee
Dublin
D15",15-Oct-24,"€ 303,000"
"45 RINUCCINI, DUBLIN RD, PORTLAOISE, R32 K8YT
Rinuccini
Dublin Road
Laois
R32",15-Oct-24,"€ 255,000"
"47 Woodbrook Way, Woodbrook, Shankill
Woodbrook Way
Woodbrook
Shankill
Dublin",15-Oct-24,"€ 640,000"
"51 MOATVIEW GARDENS, PRIORSWOOD, DUBLIN 17, D17 TC65
Moatview Gardens
Priorswood
Dublin
D17",15-Oct-24,"€ 288,000"
"58 CANNONBROOK COURT, LUCAN, DUBLIN, K78 AT26
Cannonbrook Court
Lucan
Dublin
K78",15-Oct-24,"€ 458,000"
"6 BROOKFIELD COURT, RICHMND AVE SOUTH, DARTRY DUBLIN 6
Brookfield Court
Richmnd Avenue South
Dublin",15-Oct-24,"€ 650,000"
"6 SAUL RD, CRUMLIN, DUBLIN 12, D12 CK71
Saul Road
Crumlin
Dublin
D12",15-Oct-24,"€ 371,000"
"61 ELM MOUNT RD, BEAUMOUNT, DUBLIN 9, D09 XD93
Elm Mount Road
Beaumount
Dublin
D09",15-Oct-24,"€ 495,000"
"66 Mariners Avenue, Mariners Way, Rush
Mariners Avenue
Mariners Way
Rush
Dublin",15-Oct-24,"€ 469,999"
"7 BEECHLAWN MEWS, BEECHLAWN WAY, TERENURE DUBLIN 6, D6W DX34
Beechlawn Mews
Beechlawn Way
Dublin
D6W",15-Oct-24,"€ 325,000"
"7 Cronans Well Gate, Mooretown, Swords
Cronans Well Gate
Mooretown
Swords
Dublin",15-Oct-24,"€ 534,999"
"7 The Grove, Kilmartin Grove, Hollystown
The Grove
Kilmartin Grove
Hollystown
Dublin",15-Oct-24,"€ 440,000"
"8 Cuan Bui, Yellow Walls Road, Malahide
Cuan Bui
Yellow Walls Road
Malahide
Dublin",15-Oct-24,"€ 1,050,000"
"80 ARAN COURT, WATERVILLE, BLANCHARDSTOWN DUBLIN 15, D15 TX45
Aran Court
Waterville
Dublin
D15",15-Oct-24,"€ 342,000"
"80 LEINSTER PARK, HAROLDS CROSS, DUBLIN 6, D6W TF80
Leinster Park
Harolds Cross
Dublin
D6W",15-Oct-24,"€ 900,000"
"Apartment 1 Hayfield Square, Churchview Road And Church Road, Killiney DN15061 (Part Of)
Hayfield Square
Churchview Road and Church Road
Killiney D(part of)
Dublin",15-Oct-24,"€ 466,862"
